,epoch,val_metrics/psnr,loss,val_metrics/ssim,val_metrics/nmse,validation_loss
149,0.0,,0.7108739018440247,,,
299,0.0,,0.6975743770599365,,,
399,0.0,,0.600389838218689,,,
799,0.0,,0.8989901542663574,,,
849,0.0,,0.6624453067779541,,,
1099,0.0,,0.630878210067749,,,
1149,0.0,,0.5870316624641418,,,
1199,0.0,,0.5999742746353149,,,
1449,0.0,,0.6133112907409668,,,
1549,0.0,,0.5925270318984985,,,
1899,0.0,,0.6676358580589294,,,
1999,0.0,,0.589128315448761,,,
2149,0.0,,0.566665768623352,,,
2499,0.0,,0.5855432748794556,,,
2599,0.0,,0.5120803713798523,,,
2649,0.0,,0.6451613903045654,,,
2849,0.0,,0.5783452987670898,,,
3349,0.0,,0.9445750713348389,,,
3399,0.0,,0.5245212912559509,,,
3499,0.0,,0.6356961727142334,,,
3649,0.0,,0.611112654209137,,,
3949,0.0,,0.5495262145996094,,,
4099,0.0,,0.6774832010269165,,,
4149,0.0,,0.5746477842330933,,,
4299,0.0,,0.5207474827766418,,,
4499,0.0,,0.5767489075660706,,,
4749,0.0,,0.5887855291366577,,,
4799,0.0,,0.5232496857643127,,,
4999,0.0,,0.5525725483894348,,,
5249,0.0,,0.5095479488372803,,,
5349,0.0,,0.7561942338943481,,,
5399,0.0,,0.7889434099197388,,,
5599,0.0,,0.6323635578155518,,,
5849,0.0,,0.5229512453079224,,,
6099,0.0,,0.6352710723876953,,,
6149,0.0,,0.6940571665763855,,,
6399,0.0,,0.7004389762878418,,,
6599,0.0,,0.5980713963508606,,,
6749,0.0,,0.5487454533576965,,,
6849,0.0,,0.49491527676582336,,,
6949,0.0,,0.5368072390556335,,,
7149,0.0,,0.5719713568687439,,,
7299,0.0,,0.611007571220398,,,
7349,0.0,,0.5921539068222046,,,
7499,0.0,,0.49187418818473816,,,
7599,0.0,,0.5969989895820618,,,
7849,0.0,,0.560076117515564,,,
8049,0.0,,0.6259607076644897,,,
8099,0.0,,0.8889142870903015,,,
8299,0.0,,0.8270575404167175,,,
8399,0.0,,0.5058076977729797,,,
8599,0.0,,0.5914887189865112,,,
8799,0.0,,0.5858399271965027,,,
9449,0.0,,0.5780700445175171,,,
9549,0.0,,0.5447296500205994,,,
9749,0.0,,0.5452234148979187,,,
9949,0.0,,0.5427590012550354,,,
10099,0.0,,0.7867997288703918,,,
10149,0.0,,0.5287445187568665,,,
10199,0.0,,0.49801796674728394,,,
10349,0.0,,0.6948254108428955,,,
10599,0.0,,0.501098096370697,,,
10649,0.0,,0.5053676962852478,,,
10699,0.0,,0.6277848482131958,,,
10749,0.0,,0.600883960723877,,,
10849,0.0,,0.46429628133773804,,,
10999,0.0,,0.4902873933315277,,,
11049,0.0,,0.770474910736084,,,
11099,0.0,,0.5693747401237488,,,
11199,0.0,,0.6030479669570923,,,
11299,0.0,,0.5031590461730957,,,
11399,0.0,,0.5944100618362427,,,
11499,0.0,,0.5491726398468018,,,
11649,0.0,,0.5687865614891052,,,
11799,0.0,,0.729089617729187,,,
11999,0.0,,0.7170167565345764,,,
12549,0.0,,0.6125171184539795,,,
12649,0.0,,0.5961011052131653,,,
12799,0.0,,0.637697696685791,,,
12899,0.0,,0.48806312680244446,,,
13049,0.0,,0.5797836780548096,,,
13799,0.0,,0.5238972902297974,,,
13899,0.0,,0.708609938621521,,,
14049,0.0,,0.4637925624847412,,,
14099,0.0,,0.47848498821258545,,,
14249,0.0,,0.538338840007782,,,
14349,0.0,,0.6367753744125366,,,
14899,0.0,,0.6220471262931824,,,
14999,0.0,,0.6580804586410522,,,
15099,0.0,,0.6107132434844971,,,
15299,0.0,,0.46459609270095825,,,
15399,0.0,,0.5112479329109192,,,
15699,0.0,,0.7176457643508911,,,
16249,0.0,,0.5327300429344177,,,
16349,0.0,,0.5830792784690857,,,
16399,0.0,,0.4271852970123291,,,
16449,0.0,,0.49525371193885803,,,
16649,0.0,,0.8296101093292236,,,
16699,0.0,,0.5231131911277771,,,
16949,0.0,,0.650575578212738,,,
17049,0.0,,0.5067400932312012,,,
17099,0.0,,0.5824568271636963,,,
17199,0.0,,0.6897167563438416,,,
17649,0.0,,0.49639764428138733,,,
17699,0.0,,0.6018497943878174,,,
18199,0.0,,0.4406282305717468,,,
18549,0.0,,0.481844961643219,,,
18649,0.0,,0.582858681678772,,,
18749,0.0,,0.5273427963256836,,,
18849,0.0,,0.551714301109314,,,
18949,0.0,,0.664961576461792,,,
19099,0.0,,0.48607081174850464,,,
19149,0.0,,0.9624171257019043,,,
19449,0.0,,0.5997028350830078,,,
19599,0.0,,0.566519021987915,,,
19799,0.0,,0.49920037388801575,,,
19949,0.0,,0.6959167122840881,,,
20249,0.0,,0.5118980407714844,,,
20299,0.0,,0.7037389278411865,,,
20599,0.0,,0.5919943451881409,,,
20649,0.0,,0.6349877715110779,,,
20699,0.0,,0.5924784541130066,,,
20749,0.0,,0.62063068151474,,,
20999,0.0,,0.5605011582374573,,,
21049,0.0,,0.7416822910308838,,,
21249,0.0,,0.42890602350234985,,,
21499,0.0,,0.5914900898933411,,,
21849,0.0,,0.5399506092071533,,,
22149,0.0,,0.5621049404144287,,,
22199,0.0,,0.46743616461753845,,,
22249,0.0,,0.5132845044136047,,,
22349,0.0,,0.48758262395858765,,,
22549,0.0,,0.530256986618042,,,
22749,0.0,,0.9140536189079285,,,
22849,0.0,,0.5726375579833984,,,
23299,0.0,,0.5778247714042664,,,
23499,0.0,,0.5614354610443115,,,
23849,0.0,,0.47196707129478455,,,
24299,0.0,,0.531195878982544,,,
24649,0.0,,0.634536862373352,,,
24849,0.0,,0.6206228137016296,,,
24999,0.0,,0.6418175101280212,,,
25249,0.0,,0.5210378766059875,,,
25299,0.0,,0.7009530663490295,,,
25699,0.0,,0.4769860506057739,,,
26049,0.0,,0.5025960206985474,,,
26149,0.0,,0.761963427066803,,,
26349,0.0,,0.6192361116409302,,,
26549,0.0,,0.5822837948799133,,,
26649,0.0,,0.4503362476825714,,,
26899,0.0,,0.6211042404174805,,,
26949,0.0,,0.8323436379432678,,,
27199,0.0,,0.56215500831604,,,
27249,0.0,,0.5183231234550476,,,
27299,0.0,,0.44939032196998596,,,
27549,0.0,,0.6359185576438904,,,
27599,0.0,,0.5835543274879456,,,
27649,0.0,,0.570574164390564,,,
28049,0.0,,0.682198703289032,,,
28249,0.0,,0.5843169689178467,,,
28599,0.0,,0.5765694975852966,,,
28899,0.0,,0.6102061867713928,,,
28949,0.0,,0.646803081035614,,,
29049,0.0,,0.5862450003623962,,,
29549,0.0,,0.6063704490661621,,,
29849,0.0,,0.5603883862495422,,,
29899,0.0,,0.5116803050041199,,,
29949,0.0,,0.677682101726532,,,
30049,0.0,,0.6903713345527649,,,
30349,0.0,,0.5169618129730225,,,
30399,0.0,,0.5646765232086182,,,
30449,0.0,,0.6658696532249451,,,
30799,0.0,,0.7201889753341675,,,
30949,0.0,,0.739434003829956,,,
31149,0.0,,0.6169683933258057,,,
31549,0.0,,0.5578749775886536,,,
31599,0.0,,0.6017242670059204,,,
31699,0.0,,0.766343891620636,,,
31949,0.0,,0.46339988708496094,,,
32199,0.0,,0.5024139881134033,,,
32549,0.0,,0.7764156460762024,,,
32649,0.0,,0.482604056596756,,,
32699,0.0,,0.5778843760490417,,,
32799,0.0,,0.6173095703125,,,
32899,0.0,,0.48643115162849426,,,
33249,0.0,,0.6062125563621521,,,
33349,0.0,,0.6248062252998352,,,
33449,0.0,,0.6092482805252075,,,
33499,0.0,,0.852228581905365,,,
33949,0.0,,0.566977858543396,,,
34299,0.0,,0.49876537919044495,,,
34599,0.0,,0.49088725447654724,,,
35199,1.0,,,,,
35299,1.0,,,,,
35349,1.0,,0.8234370946884155,,,
35449,1.0,,,,,
35499,1.0,,0.6269498467445374,,,
35649,1.0,,,,,
36149,1.0,,,,,
36349,1.0,,,,,
36399,1.0,,0.5870416760444641,,,
36649,1.0,,,,,
36749,1.0,,,,,
36999,1.0,,,,,
37299,1.0,,,,,
37599,1.0,,,,,
37699,1.0,,,,,
37749,1.0,,0.6741335391998291,,,
37849,1.0,,,,,
37949,1.0,,,,,
38249,1.0,,,,,
38399,1.0,,,,,
38549,1.0,,,,,
38649,1.0,,,,,
38899,1.0,,,,,
39049,1.0,,,,,
39099,1.0,,0.7528103590011597,,,
39249,1.0,,,,,
39649,1.0,,,,,
39949,1.0,,,,,
40149,1.0,,,,,
40399,1.0,,,,,
40549,1.0,,,,,
40599,1.0,,0.51857990026474,,,
40749,1.0,,,,,
40849,1.0,,,,,
41299,1.0,,,,,
41349,1.0,,0.5674268007278442,,,
41449,1.0,,,,,
41699,1.0,,,,,
41949,1.0,,,,,
42149,1.0,,,,,
42349,1.0,,,,,
42449,1.0,,,,,
42549,1.0,,,,,
42599,1.0,,0.44178757071495056,,,
42699,1.0,,,,,
43249,1.0,,,,,
43299,1.0,,0.46373453736305237,,,
43349,1.0,,0.589521586894989,,,
43449,1.0,,,,,
43549,1.0,,,,,
43749,1.0,,0.6930731534957886,,,
43849,1.0,,,,,
44099,1.0,,,,,
44199,1.0,,,,,
44249,1.0,,0.6287108063697815,,,
44349,1.0,,,,,
44449,1.0,,,,,
44699,1.0,,,,,
44849,1.0,,,,,
44999,1.0,,,,,
45099,1.0,,,,,
45249,1.0,,,,,
45449,1.0,,,,,
45699,1.0,,,,,
46049,1.0,,,,,
46299,1.0,,,,,
46349,1.0,,0.6915107369422913,,,
46549,1.0,,,,,
46599,1.0,,0.5175063610076904,,,
46749,1.0,,,,,
47049,1.0,,,,,
47199,1.0,,,,,
47249,1.0,,0.6101264357566833,,,
47449,1.0,,,,,
47549,1.0,,,,,
47849,1.0,,,,,
48599,1.0,,,,,
48749,1.0,,,,,
49099,1.0,,,,,
49149,1.0,,0.5876637697219849,,,
49399,1.0,,,,,
49499,1.0,,,,,
49649,1.0,,,,,
49799,1.0,,,,,
49949,1.0,,,,,
49999,1.0,,0.5794421434402466,,,
50199,1.0,,,,,
50349,1.0,,,,,
50549,1.0,,,,,
50649,1.0,,,,,
50849,1.0,,,,,
51299,1.0,,,,,
51699,1.0,,,,,
51999,1.0,,,,,
52149,1.0,,,,,
52449,1.0,,,,,
52799,1.0,,,,,
52849,1.0,,0.5586435794830322,,,
52949,1.0,,,,,
53099,1.0,,,,,
53199,1.0,,,,,
53449,1.0,,,,,
53749,1.0,,,,,
53849,1.0,,,,,
53999,1.0,,,,,
54049,1.0,,0.6093050241470337,,,
54199,1.0,,,,,
54249,1.0,,0.5543375015258789,,,
54349,1.0,,,,,
54599,1.0,,,,,
54699,1.0,,,,,
54749,1.0,,0.4220159649848938,,,
54799,1.0,,0.5456815361976624,,,
54899,1.0,,,,,
54999,1.0,,,,,
55049,1.0,,0.6440247893333435,,,
55199,1.0,,,,,
55299,1.0,,,,,
