,epoch,val_metrics/psnr,loss,val_metrics/ssim,val_metrics/nmse,validation_loss
49,0.0,,0.2038717418909073,,,
99,0.0,,0.1537808924913406,,,
149,0.0,,0.2132342755794525,,,
199,0.0,,0.1269187033176422,,,
249,0.0,,0.2120561748743057,,,
299,0.0,,0.2411282211542129,,,
349,0.0,,0.1572681367397308,,,
399,0.0,,0.2895868420600891,,,
449,0.0,,0.2094637006521225,,,
499,0.0,,0.1382272690534591,,,
549,0.0,,0.2884458005428314,,,
599,0.0,,0.1608991473913192,,,
649,0.0,,0.1624194085597992,,,
699,0.0,,0.1709699630737304,,,
749,0.0,,0.1739720404148101,,,
799,0.0,,0.1620831340551376,,,
849,0.0,,0.1534888595342636,,,
899,0.0,,0.0610415786504745,,,
949,0.0,,0.1255213767290115,,,
999,0.0,,0.1635800749063491,,,
1049,0.0,,0.1534178107976913,,,
1099,0.0,,0.1288650929927826,,,
1149,0.0,,0.1460236608982086,,,
1199,0.0,,0.1350904107093811,,,
1249,0.0,,0.0491817705333232,,,
1299,0.0,,0.1847545355558395,,,
1349,0.0,,0.0682413652539253,,,
1399,0.0,,0.0720288529992103,,,
1449,0.0,,0.1422140300273895,,,
1499,0.0,,0.0963154509663581,,,
1549,0.0,,0.1485127061605453,,,
1599,0.0,,0.1860051900148391,,,
1649,0.0,,0.1319968253374099,,,
1699,0.0,,0.0124223781749606,,,
1749,0.0,,0.1555634140968322,,,
1799,0.0,,0.1361813396215438,,,
1849,0.0,,0.1282101422548294,,,
1899,0.0,,0.0826810821890831,,,
1949,0.0,,0.0825784355401992,,,
1999,0.0,,0.260528415441513,,,
2049,0.0,,0.1003209874033927,,,
2099,0.0,,0.0778132081031799,,,
2149,0.0,,0.2457969337701797,,,
2199,0.0,,0.1119511127471923,,,
2249,0.0,,0.1489942073822021,,,
2299,0.0,,0.1252588331699371,,,
2349,0.0,,0.0577921867370605,,,
2399,0.0,,0.0889186933636665,,,
2449,0.0,,0.2159678488969802,,,
2499,0.0,,0.0487622879445552,,,
2549,0.0,,0.0828557312488555,,,
2599,0.0,,0.0771364420652389,,,
2649,0.0,,0.1133030205965042,,,
2699,0.0,,0.0867850929498672,,,
2749,0.0,,0.08192790299654,,,
2799,0.0,,0.056290753185749,,,
2849,0.0,,0.1006510630249977,,,
2899,0.0,,0.2002827376127243,,,
2949,0.0,,0.1787778884172439,,,
