,epoch,train_loss,val_metrics/ssim,val_metrics/nmse,validation_loss
18749,0.0,0.36481374502182007,,,
18849,0.0,0.2472243458032608,,,
18949,0.0,0.3967439532279968,,,
19099,0.0,0.17211675643920898,,,
19149,0.0,0.5342882871627808,,,
19449,0.0,0.1913100630044937,,,
19599,0.0,0.3663230538368225,,,
19799,0.0,0.25378403067588806,,,
19949,0.0,0.41295331716537476,,,
20249,0.0,0.17583608627319336,,,
20299,0.0,0.3517204821109772,,,
20599,0.0,0.3013417422771454,,,
20649,0.0,0.42682570219039917,,,
20699,0.0,0.37699997425079346,,,
20749,0.0,0.3019765615463257,,,
20999,0.0,0.3747011721134186,,,
21049,0.0,0.4568465054035187,,,
21249,0.0,0.609397292137146,,,
21499,0.0,0.29046308994293213,,,
21849,0.0,0.35652777552604675,,,
22149,0.0,0.48200151324272156,,,
22199,0.0,0.3727317750453949,,,
22249,0.0,0.18365049362182617,,,
22349,0.0,0.26275771856307983,,,
22549,0.0,0.1880790740251541,,,
22749,0.0,0.24772179126739502,,,
22849,0.0,0.4529721140861511,,,
23299,0.0,0.3425602316856384,,,
23499,0.0,0.11859866976737976,,,
23849,0.0,0.5038280487060547,,,
24299,0.0,0.13887366652488708,,,
24649,0.0,0.27297261357307434,,,
24849,0.0,0.4386937916278839,,,
24999,0.0,0.09670315682888031,,,
25249,0.0,0.24737948179244995,,,
25299,0.0,0.49256083369255066,,,
25699,0.0,0.3290710151195526,,,
26049,0.0,0.23814144730567932,,,
26149,0.0,0.13755689561367035,,,
26349,0.0,0.40401095151901245,,,
26549,0.0,0.4764655828475952,,,
26649,0.0,0.5382455587387085,,,
26899,0.0,0.2570587396621704,,,
26949,0.0,0.2587325870990753,,,
27199,0.0,0.5370058417320251,,,
27249,0.0,0.21315976977348328,,,
27299,0.0,0.19873793423175812,,,
27549,0.0,0.556662917137146,,,
27599,0.0,0.2679857909679413,,,
27649,0.0,0.5285617113113403,,,
28049,0.0,0.42647263407707214,,,
28249,0.0,0.41768285632133484,,,
28599,0.0,0.39041778445243835,,,
28899,0.0,0.19569657742977142,,,
28949,0.0,0.2580748498439789,,,
29049,0.0,0.1829676330089569,,,
29549,0.0,0.1142677366733551,,,
29849,0.0,0.4880250096321106,,,
29899,0.0,0.19226300716400146,,,
29949,0.0,0.5052824020385742,,,
30049,0.0,0.20321214199066162,,,
30349,0.0,0.24924258887767792,,,
30399,0.0,0.4667518138885498,,,
30449,0.0,0.2861422896385193,,,
30799,0.0,0.40584784746170044,,,
30949,0.0,0.4211660325527191,,,
31149,0.0,0.20454733073711395,,,
31549,0.0,0.2960716187953949,,,
31599,0.0,0.3113945424556732,,,
31699,0.0,0.1567787528038025,,,
31949,0.0,0.25053539872169495,,,
32199,0.0,0.2843019664287567,,,
32549,0.0,0.36376991868019104,,,
32649,0.0,0.27038145065307617,,,
32699,0.0,0.21882511675357819,,,
32799,0.0,0.5508044958114624,,,
32899,0.0,0.36281493306159973,,,
33249,0.0,0.30194205045700073,,,
33349,0.0,0.6784714460372925,,,
33449,0.0,0.2639519274234772,,,
33499,0.0,0.5327785611152649,,,
33949,0.0,0.29418936371803284,,,
34299,0.0,0.29691407084465027,,,
34599,0.0,0.35700365900993347,,,
35199,1.0,,,,
35299,1.0,,,,
35349,1.0,0.6010037064552307,,,
35449,1.0,,,,
35499,1.0,0.3959745764732361,,,
35649,1.0,,,,
36149,1.0,,,,
36349,1.0,,,,
36399,1.0,0.7008020877838135,,,
36649,1.0,,,,
36749,1.0,,,,
36999,1.0,,,,
37299,1.0,,,,
37599,1.0,,,,
37699,1.0,,,,
37749,1.0,0.23029811680316925,,,
37849,1.0,,,,
37949,1.0,,,,
38249,1.0,,,,
38399,1.0,,,,
38549,1.0,,,,
38649,1.0,,,,
38899,1.0,,,,
39049,1.0,,,,
39099,1.0,0.7682384252548218,,,
39249,1.0,,,,
39649,1.0,,,,
39949,1.0,,,,
40149,1.0,,,,
40399,1.0,,,,
40549,1.0,,,,
40599,1.0,0.6555982828140259,,,
40749,1.0,,,,
40849,1.0,,,,
41299,1.0,,,,
41349,1.0,0.37271028757095337,,,
41449,1.0,,,,
41699,1.0,,,,
41949,1.0,,,,
42149,1.0,,,,
42349,1.0,,,,
42449,1.0,,,,
42549,1.0,,,,
42599,1.0,0.5648672580718994,,,
42699,1.0,,,,
43249,1.0,,,,
43299,1.0,0.22914135456085205,,,
43349,1.0,0.5186061263084412,,,
43449,1.0,,,,
43549,1.0,,,,
43699,1.0,,,,
43749,1.0,0.4414806365966797,,,
43849,1.0,,,,
44099,1.0,,,,
44199,1.0,,,,
44249,1.0,0.40610358119010925,,,
44349,1.0,,,,
44449,1.0,,,,
44699,1.0,,,,
44849,1.0,,,,
44999,1.0,,,,
45099,1.0,,,,
45249,1.0,,,,
45449,1.0,,,,
45699,1.0,,,,
46049,1.0,,,,
46299,1.0,,,,
46349,1.0,0.11030369997024536,,,
46549,1.0,,,,
46599,1.0,0.3701670169830322,,,
46749,1.0,,,,
47049,1.0,,,,
47199,1.0,,,,
47249,1.0,0.49577105045318604,,,
47449,1.0,,,,
47549,1.0,,,,
47849,1.0,,,,
48599,1.0,,,,
48749,1.0,,,,
49099,1.0,,,,
49149,1.0,0.39032918214797974,,,
49399,1.0,,,,
49499,1.0,,,,
49649,1.0,,,,
49799,1.0,,,,
49949,1.0,,,,
49999,1.0,0.36605536937713623,,,
50199,1.0,,,,
50349,1.0,,,,
50549,1.0,,,,
50649,1.0,,,,
50849,1.0,,,,
51299,1.0,,,,
51699,1.0,,,,
51999,1.0,,,,
52149,1.0,,,,
52449,1.0,,,,
52799,1.0,,,,
52849,1.0,0.38920119404792786,,,
52949,1.0,,,,
53099,1.0,,,,
53199,1.0,,,,
53449,1.0,,,,
53749,1.0,,,,
53849,1.0,,,,
53999,1.0,,,,
54049,1.0,0.37440967559814453,,,
54199,1.0,,,,
54249,1.0,0.3650175929069519,,,
54349,1.0,,,,
54599,1.0,,,,
54699,1.0,,,,
54749,1.0,0.4604683220386505,,,
54799,1.0,0.31223753094673157,,,
54899,1.0,,,,
54999,1.0,,,,
55049,1.0,0.4483557939529419,,,
55199,1.0,,,,
55299,1.0,,,,
55499,1.0,,,,
55549,1.0,0.35783904790878296,,,
55799,1.0,,,,
55849,1.0,0.10745523124933243,,,
55899,1.0,0.21087391674518585,,,
56449,1.0,,,,
56649,1.0,,,,
57099,1.0,,,,
57149,1.0,0.3455823063850403,,,
57199,1.0,0.41610345244407654,,,
57249,1.0,0.39074379205703735,,,
57399,1.0,,,,
57699,1.0,,,,
57749,1.0,0.4401233196258545,,,
57849,1.0,,,,
58399,1.0,,,,
58799,1.0,,,,
58899,1.0,,,,
59049,1.0,,,,
59549,1.0,,,,
59749,1.0,,,,
60149,1.0,,,,
60349,1.0,,,,
60549,1.0,,,,
60649,1.0,,,,
60899,1.0,,,,
60999,1.0,,,,
61099,1.0,,,,
61349,1.0,,,,
61499,1.0,,,,
61749,1.0,,,,
61849,1.0,,,,
62299,1.0,,,,
62399,1.0,,,,
62499,1.0,,,,
62749,1.0,,,,
63099,1.0,,,,
63299,1.0,,,,
63349,1.0,0.35278084874153137,,,
63449,1.0,,,,
63699,1.0,,,,
63899,1.0,,,,
63999,1.0,,,,
64549,1.0,,,,
64599,1.0,0.09773996472358704,,,
64949,1.0,,,,
64999,1.0,0.40020737051963806,,,
65149,1.0,,,,
65799,1.0,,,,
66249,1.0,,,,
66349,1.0,,,,
66399,1.0,0.27302929759025574,,,
66449,1.0,0.2672390043735504,,,
66499,1.0,0.2832067310810089,,,
66549,1.0,0.37706372141838074,,,
66599,1.0,0.4908214509487152,,,
66699,1.0,,,,
66749,1.0,0.29350143671035767,,,
66799,1.0,0.24134200811386108,,,
66899,1.0,,,,
66999,1.0,,,,
67499,1.0,,,,
67649,1.0,,,,
67749,1.0,,,,
67849,1.0,,,,
68049,1.0,,,,
68149,1.0,,,,
68449,1.0,,,,
68549,1.0,,,,
68999,1.0,,,,
69407,1.0,,0.6584130525588989,0.05117110162973404,0.337337464094162
69499,2.0,0.41730552911758423,,,
69549,2.0,,,,
69749,2.0,,,,
69949,2.0,,,,
69999,2.0,,,,
70249,2.0,,,,
70399,2.0,,,,
70449,2.0,,,,
70549,2.0,0.38982248306274414,,,
70699,2.0,,,,
70999,2.0,,,,
71149,2.0,,,,
71299,2.0,,,,
71549,2.0,,,,
71799,2.0,,,,
71899,2.0,0.2347458302974701,,,
71999,2.0,0.2502581477165222,,,
72799,2.0,,,,
72949,2.0,,,,
72999,2.0,,,,
73099,2.0,0.3196144700050354,,,
73299,2.0,,,,
73499,2.0,,,,
73549,2.0,,,,
73599,2.0,0.35155877470970154,,,
73699,2.0,0.5653557181358337,,,
73749,2.0,,,,
73799,2.0,0.27591055631637573,,,
74099,2.0,,,,
74199,2.0,0.35860493779182434,,,
74349,2.0,,,,
74549,2.0,,,,
74599,2.0,,,,
74899,2.0,,,,
75099,2.0,,,,
75649,2.0,,,,
75849,2.0,,,,
75949,2.0,0.434305876493454,,,
75999,2.0,,,,
76799,2.0,,,,
76899,2.0,0.12963183224201202,,,
76949,2.0,,,,
77049,2.0,0.43281108140945435,,,
77899,2.0,,,,
78099,2.0,,,,
78349,2.0,,,,
78499,2.0,,,,
78599,2.0,0.3681298792362213,,,
78799,2.0,,,,
78849,2.0,,,,
78899,2.0,0.44458886981010437,,,
79399,2.0,,,,
79449,2.0,,,,
79649,2.0,,,,
79799,2.0,,,,
79899,2.0,0.26178035140037537,,,
79999,2.0,0.4522151052951813,,,
80149,2.0,,,,
80299,2.0,,,,
80449,2.0,,,,
80549,2.0,0.2024046629667282,,,
80599,2.0,,,,
80649,2.0,0.11480557173490524,,,
80699,2.0,0.493947297334671,,,
80899,2.0,,,,
80999,2.0,0.34110376238822937,,,
81199,2.0,,,,
81299,2.0,0.4280092716217041,,,
81349,2.0,,,,
81449,2.0,0.3362307548522949,,,
81649,2.0,,,,
81699,2.0,,,,
81749,2.0,0.19476120173931122,,,
81849,2.0,0.30005374550819397,,,
81949,2.0,0.2588184177875519,,,
82099,2.0,,,,
82199,2.0,0.6373676061630249,,,
82399,2.0,,,,
82699,2.0,,,,
82849,2.0,,,,
82899,2.0,,,,
83149,2.0,,,,
83349,2.0,,,,
83599,2.0,,,,
83649,2.0,,,,
83749,2.0,0.26760050654411316,,,
83949,2.0,,,,
83999,2.0,,,,
84099,2.0,0.21737346053123474,,,
84149,2.0,,,,
84249,2.0,0.2144012451171875,,,
84399,2.0,,,,
84449,2.0,,,,
84499,2.0,0.2763505280017853,,,
84649,2.0,,,,
84799,2.0,,,,
84849,2.0,,,,
84899,2.0,0.20389215648174286,,,
84999,2.0,0.41022104024887085,,,
85099,2.0,0.17089328169822693,,,
85149,2.0,,,,
85249,2.0,0.520900547504425,,,
85799,2.0,,,,
86099,2.0,,,,
86249,2.0,,,,
86299,2.0,,,,
86499,2.0,,,,
86549,2.0,,,,
86649,2.0,0.4349023103713989,,,
86899,2.0,,,,
86949,2.0,,,,
87299,2.0,,,,
87349,2.0,,,,
87499,2.0,,,,
87549,2.0,,,,
87799,2.0,,,,
87849,2.0,,,,
87899,2.0,0.3148905038833618,,,
88099,2.0,,,,
88199,2.0,0.41736090183258057,,,
88299,2.0,0.40257224440574646,,,
88449,2.0,,,,
88849,2.0,,,,
88949,2.0,0.23956625163555145,,,
89049,2.0,0.22830361127853394,,,
89149,2.0,0.4816921651363373,,,
89349,2.0,,,,
89399,2.0,,,,
89499,2.0,0.33629587292671204,,,
89599,2.0,0.3532542586326599,,,
89749,2.0,,,,
89899,2.0,,,,
89999,2.0,0.49415668845176697,,,
90099,2.0,0.24282138049602509,,,
90149,2.0,,,,
90299,2.0,,,,
90599,2.0,,,,
90799,2.0,,,,
91149,2.0,,,,
91299,2.0,,,,
91399,2.0,0.3528830111026764,,,
91599,2.0,,,,
91699,2.0,0.3790097236633301,,,
92149,2.0,,,,
92499,2.0,,,,
92799,2.0,,,,
92849,2.0,,,,
92899,2.0,0.190744549036026,,,
93149,2.0,,,,
93299,2.0,,,,
93449,2.0,,,,
93899,2.0,,,,
93949,2.0,,,,
93999,2.0,0.46199390292167664,,,
94049,2.0,0.13780595362186432,,,
94449,2.0,,,,
94649,2.0,,,,
94949,2.0,,,,
94999,2.0,,,,
95199,2.0,,,,
95299,2.0,0.12961791455745697,,,
95449,2.0,,,,
95799,2.0,,,,
95849,2.0,,,,
96099,2.0,,,,
96199,2.0,0.11476030945777893,,,
96249,2.0,,,,
96349,2.0,0.2448091357946396,,,
96649,2.0,,,,
96749,2.0,0.39762163162231445,,,
96949,2.0,,,,
97099,2.0,,,,
97399,2.0,,,,
97649,2.0,,,,
97799,2.0,,,,
97899,2.0,0.4725809395313263,,,
97949,2.0,,,,
98049,2.0,0.32503610849380493,,,
98099,2.0,,,,
98349,2.0,,,,
98399,2.0,,,,
98549,2.0,,,,
98599,2.0,,,,
98649,2.0,0.35716956853866577,,,
98699,2.0,0.1519930064678192,,,
99249,2.0,,,,
99649,2.0,,,,
99799,2.0,,,,
99849,2.0,,,,
99999,2.0,,,,
100049,2.0,,,,
100149,2.0,0.3351110517978668,,,
100199,2.0,,,,
100449,2.0,,,,
100549,2.0,0.421393483877182,,,
100699,2.0,,,,
100899,2.0,,,,
100949,2.0,,,,
101099,2.0,,,,
101149,2.0,,,,
101249,2.0,0.46717140078544617,,,
101349,2.0,0.19537195563316345,,,
101399,2.0,,,,
101499,2.0,0.18724565207958221,,,
101749,2.0,,,,
101849,2.0,0.25909706950187683,,,
101899,2.0,,,,
102299,2.0,,,,
102349,2.0,,,,
102449,2.0,0.11875993758440018,,,
102499,2.0,,,,
102599,2.0,0.417534738779068,,,
102699,2.0,0.5110418796539307,,,
102849,2.0,,,,
102949,2.0,0.2712772488594055,,,
103049,2.0,0.4665731191635132,,,
103149,2.0,0.3117826282978058,,,
103799,2.0,,,,
103999,2.0,,,,
104049,2.0,,,,
104249,3.0,,,,
104399,3.0,0.29723092913627625,,,
104449,3.0,,,,
104699,3.0,,,,
104749,3.0,,,,
104799,3.0,,,,
105099,3.0,,,,
105199,3.0,,,,
105449,3.0,,,,
105749,3.0,,,,
105899,3.0,0.43181854486465454,,,
106049,3.0,0.40624308586120605,,,
106499,3.0,,,,
106649,3.0,0.29416486620903015,,,
106799,3.0,0.5714094638824463,,,
107099,3.0,,,,
107249,3.0,0.524278998374939,,,
107349,3.0,,,,
107549,3.0,,,,
107799,3.0,,,,
108349,3.0,,,,
108499,3.0,0.3453810513019562,,,
108749,3.0,,,,
108799,3.0,,,,
109049,3.0,,,,
109149,3.0,,,,
109349,3.0,,,,
110599,3.0,,,,
110749,3.0,0.37728217244148254,,,
110899,3.0,0.4158760905265808,,,
110999,3.0,,,,
111249,3.0,,,,
111499,3.0,,,,
111599,3.0,,,,
111749,3.0,0.3523305058479309,,,
111949,3.0,,,,
111999,3.0,,,,
112049,3.0,,,,
112249,3.0,,,,
112449,3.0,,,,
112799,3.0,,,,
113199,3.0,,,,
113349,3.0,0.14748620986938477,,,
113449,3.0,,,,
113499,3.0,0.4316447973251343,,,
113649,3.0,0.36565542221069336,,,
114049,3.0,,,,
114199,3.0,0.21660391986370087,,,
114249,3.0,,,,
114299,3.0,,,,
114599,3.0,,,,
114999,3.0,,,,
115199,3.0,,,,
115449,3.0,,,,
115549,3.0,,,,
115599,3.0,0.3893173933029175,,,
116399,3.0,,,,
116449,3.0,,,,
116499,3.0,,,,
116549,3.0,0.226642444729805,,,
116649,3.0,0.5979223251342773,,,
116949,3.0,,,,
116999,3.0,,,,
117099,3.0,0.39968544244766235,,,
117299,3.0,,,,
117649,3.0,,,,
118199,3.0,,,,
118299,3.0,,,,
118799,3.0,,,,
118899,3.0,,,,
118999,3.0,,,,
119049,3.0,0.3905683755874634,,,
119299,3.0,,,,
119399,3.0,,,,
119449,3.0,0.44933652877807617,,,
119949,3.0,,,,
120099,3.0,0.381087064743042,,,
120199,3.0,,,,
120349,3.0,0.3780050575733185,,,
120499,3.0,0.42075908184051514,,,
120649,3.0,0.40151122212409973,,,
120799,3.0,0.3857864737510681,,,
120999,3.0,,,,
121099,3.0,,,,
121149,3.0,0.13481643795967102,,,
121449,3.0,,,,
121549,3.0,,,,
121699,3.0,0.2393898069858551,,,
122299,3.0,,,,
122399,3.0,,,,
122449,3.0,0.4284936189651489,,,
122549,3.0,0.3698526918888092,,,
122599,3.0,0.46618103981018066,,,
122649,3.0,,,,
122849,3.0,,,,
123099,3.0,,,,
123249,3.0,0.2253735065460205,,,
123399,3.0,0.16733549535274506,,,
123599,3.0,,,,
123649,3.0,,,,
123799,3.0,0.5259942412376404,,,
124199,3.0,,,,
124249,3.0,,,,
124299,3.0,,,,
124499,3.0,,,,
124649,3.0,0.4907078146934509,,,
124699,3.0,,,,
124999,3.0,,,,
125199,3.0,,,,
125499,3.0,,,,
125599,3.0,,,,
125699,3.0,,,,
125849,3.0,0.3196982145309448,,,
125899,3.0,,,,
125949,3.0,,,,
126349,3.0,,,,
126549,3.0,,,,
126699,3.0,0.5054190158843994,,,
126999,3.0,,,,
127249,3.0,,,,
127349,3.0,,,,
127649,3.0,,,,
127699,3.0,,,,
127849,3.0,0.28622081875801086,,,
128099,3.0,,,,
128199,3.0,,,,
128299,3.0,,,,
128399,3.0,,,,
128549,3.0,0.24379165470600128,,,
128699,3.0,0.2648611068725586,,,
128899,3.0,,,,
129099,3.0,,,,
129149,3.0,,,,
129299,3.0,0.3975450098514557,,,
129399,3.0,,,,
129499,3.0,,,,
129799,3.0,,,,
129949,3.0,0.6653706431388855,,,
129999,3.0,,,,
130049,3.0,,,,
130549,3.0,,,,
131099,3.0,,,,
131149,3.0,,,,
131299,3.0,0.32386139035224915,,,
131399,3.0,,,,
131599,3.0,,,,
132199,3.0,,,,
132399,3.0,,,,
132449,3.0,,,,
132599,3.0,0.372955322265625,,,
132949,3.0,,,,
132999,3.0,,,,
133099,3.0,0.2959408164024353,,,
133799,3.0,,,,
133949,3.0,0.3619711101055145,,,
134049,3.0,,,,
134099,3.0,0.24000196158885956,,,
134349,3.0,,,,
134649,3.0,,,,
134749,3.0,,,,
134899,3.0,0.29708003997802734,,,
135049,3.0,0.11592971533536911,,,
135649,3.0,,,,
135749,3.0,,,,
135999,3.0,,,,
136049,3.0,,,,
137199,3.0,,,,
137399,3.0,,,,
137699,3.0,,,,
137949,3.0,,,,
138049,3.0,,,,
138149,3.0,,,,
138249,3.0,,,,
138349,3.0,,,,
138399,3.0,0.44926801323890686,,,
138849,4.0,,,,
139399,4.0,,,,
139599,4.0,0.33138585090637207,,,
139849,4.0,,,,
139899,4.0,,,,
140349,4.0,,,,
140449,4.0,,,,
140499,4.0,,,,
140599,4.0,,,,
140749,4.0,,,,
141249,4.0,,,,
141299,4.0,,,,
141499,4.0,0.5828861594200134,,,
141599,4.0,,,,
141749,4.0,,,,
142199,4.0,,,,
142249,4.0,,,,
142349,4.0,,,,
142449,4.0,0.2982216775417328,,,
142499,4.0,,,,
142549,4.0,0.3020508587360382,,,
142799,4.0,,,,
142849,4.0,,,,
142949,4.0,,,,
142999,4.0,0.31477782130241394,,,
143149,4.0,0.2503639757633209,,,
143349,4.0,0.3842266798019409,,,
143499,4.0,,,,
144099,4.0,,,,
144299,4.0,0.40448474884033203,,,
144649,4.0,,,,
144999,4.0,,,,
145149,4.0,,,,
145399,4.0,,,,
145499,4.0,,,,
145649,4.0,,,,
145749,4.0,,,,
145849,4.0,0.5313215851783752,,,
145949,4.0,0.35634177923202515,,,
145999,4.0,,,,
146249,4.0,,,,
146549,4.0,,,,
146599,4.0,,,,
146649,4.0,,,,
146699,4.0,,,,
146749,4.0,0.2662743628025055,,,
147199,4.0,,,,
147299,4.0,,,,
147499,4.0,0.20674926042556763,,,
147599,4.0,,,,
147699,4.0,0.6001188158988953,,,
147799,4.0,0.2101069837808609,,,
148099,4.0,,,,
148149,4.0,,,,
148299,4.0,0.5089860558509827,,,
148599,4.0,,,,
149399,4.0,,,,
149449,4.0,,,,
149499,4.0,,,,
149599,4.0,0.2646105885505676,,,
149799,4.0,0.4606243371963501,,,
150099,4.0,,,,
150149,4.0,,,,
150249,4.0,,,,
150299,4.0,0.26978933811187744,,,
150399,4.0,,,,
150599,4.0,0.2646831274032593,,,
151199,4.0,,,,
151499,4.0,,,,
151649,4.0,,,,
151699,4.0,0.31837087869644165,,,
151799,4.0,,,,
152099,4.0,,,,
152349,4.0,,,,
152449,4.0,,,,
152549,4.0,0.4456469416618347,,,
152699,4.0,,,,
152799,4.0,,,,
152849,4.0,,,,
152999,4.0,0.24955400824546814,,,
153049,4.0,0.20630580186843872,,,
153299,4.0,,,,
153949,4.0,,,,
154299,4.0,,,,
154649,4.0,,,,
154949,4.0,,,,
155199,4.0,,,,
155249,4.0,,,,
155299,4.0,,,,
155749,4.0,,,,
156199,4.0,,,,
156449,4.0,,,,
156499,4.0,,,,
156599,4.0,,,,
157049,4.0,,,,
157099,4.0,,,,
157849,4.0,,,,
157899,4.0,,,,
157999,4.0,,,,
158099,4.0,0.17131450772285461,,,
158149,4.0,,,,
158199,4.0,0.35952597856521606,,,
158449,4.0,,,,
158549,4.0,,,,
158899,4.0,,,,
159099,4.0,0.3001134991645813,,,
159149,4.0,,,,
159199,4.0,,,,
159249,4.0,,,,
159299,4.0,0.12135303020477295,,,
159449,4.0,0.5216472148895264,,,
159599,4.0,,,,
159649,4.0,0.5103246569633484,,,
159899,4.0,,,,
159949,4.0,,,,
159999,4.0,,,,
160349,4.0,,,,
160549,4.0,0.13076184689998627,,,
160849,4.0,,,,
160899,4.0,,,,
160949,4.0,,,,
161049,4.0,0.3644287586212158,,,
161249,4.0,0.3910040557384491,,,
161299,4.0,,,,
162249,4.0,,,,
162299,4.0,,,,
162449,4.0,0.4490068554878235,,,
163199,4.0,,,,
163399,4.0,0.3907894492149353,,,
163449,4.0,,,,
163549,4.0,,,,
163849,4.0,,,,
163999,4.0,,,,
164049,4.0,0.3269825875759125,,,
164599,4.0,,,,
164699,4.0,,,,
165249,4.0,,,,
165699,4.0,,,,
166099,4.0,,,,
166249,4.0,,,,
166399,4.0,,,,
166499,4.0,,,,
166549,4.0,,,,
166599,4.0,0.21789312362670898,,,
166949,4.0,,,,
166999,4.0,,,,
167049,4.0,,,,
167199,4.0,0.23891985416412354,,,
167399,4.0,0.164380744099617,,,
167549,4.0,,,,
167849,4.0,,,,
167999,4.0,,,,
168099,4.0,,,,
168249,4.0,,,,
168299,4.0,0.2564401626586914,,,
168349,4.0,,,,
168449,4.0,0.4651910662651062,,,
168699,4.0,,,,
168749,4.0,,,,
168899,4.0,0.25690972805023193,,,
169399,4.0,,,,
169749,4.0,,,,
169849,4.0,,,,
169899,4.0,,,,
170099,4.0,0.44083085656166077,,,
170349,4.0,,,,
170399,4.0,,,,
170649,4.0,,,,
170699,4.0,,,,
171099,4.0,,,,
171149,4.0,,,,
171199,4.0,,,,
171249,4.0,,,,
171299,4.0,0.4151657521724701,,,
171399,4.0,0.13360530138015747,,,
171599,4.0,0.2326483130455017,,,
171649,4.0,,,,
171949,4.0,,,,
171999,4.0,,,,
172049,4.0,,,,
172149,4.0,0.30485010147094727,,,
172449,4.0,,,,
172499,4.0,,,,
172649,4.0,0.24635744094848633,,,
172699,4.0,0.33172541856765747,,,
172799,4.0,,,,
172949,4.0,,,,
172999,4.0,0.129235178232193,,,
173299,4.0,,,,
173519,4.0,,0.6625310778617859,0.05248203128576279,0.33297133445739746
173649,5.0,,,,
173749,5.0,0.21056455373764038,,,
173949,5.0,,,,
173999,5.0,0.22205419838428497,,,
174199,5.0,0.3858932554721832,,,
174249,5.0,0.4312050938606262,,,
174299,5.0,,,,
174349,5.0,,,,
174499,5.0,0.45198631286621094,,,
