index,loss,epoch,validation_loss,val_metrics/nmse,val_metrics/ssim,val_metrics/psnr
49,0.39079901576042175,0.0,,,,
99,0.5231786966323853,0.0,,,,
149,0.34390342235565186,0.0,,,,
199,0.15571068227291107,0.0,,,,
249,0.09392864257097244,0.0,,,,
299,0.1321634203195572,0.0,,,,
349,0.18126659095287323,0.0,,,,
399,0.2385597974061966,0.0,,,,
449,0.4648607075214386,0.0,,,,
499,0.3457178473472595,0.0,,,,
549,0.1935502141714096,0.0,,,,
599,0.1813931167125702,0.0,,,,
649,0.133676216006279,0.0,,,,
699,0.5163509249687195,0.0,,,,
749,0.3431760370731354,0.0,,,,
799,0.5497730374336243,0.0,,,,
849,0.3213235139846802,0.0,,,,
899,0.267939954996109,0.0,,,,
949,0.13082657754421234,0.0,,,,
999,0.25952911376953125,0.0,,,,
1049,0.31086185574531555,0.0,,,,
1099,0.3625414967536926,0.0,,,,
1149,0.2138269692659378,0.0,,,,
1199,0.30709248781204224,0.0,,,,
1249,0.30083346366882324,0.0,,,,
1299,0.18712118268013,0.0,,,,
1349,0.29051345586776733,0.0,,,,
1399,0.3108433187007904,0.0,,,,
1449,0.1498297154903412,0.0,,,,
1499,0.3350888788700104,0.0,,,,
1549,0.1808992326259613,0.0,,,,
1599,0.13859280943870544,0.0,,,,
1649,0.195468932390213,0.0,,,,
1699,0.38941797614097595,0.0,,,,
1749,0.22926776111125946,0.0,,,,
1799,0.3098143935203552,0.0,,,,
1849,0.15884944796562195,0.0,,,,
1899,0.5615735650062561,0.0,,,,
1949,0.3613809049129486,0.0,,,,
1999,0.28633150458335876,0.0,,,,
2049,0.29904767870903015,0.0,,,,
2099,0.1562248170375824,0.0,,,,
2149,0.2412770390510559,0.0,,,,
2199,1.543294906616211,0.0,,,,
2249,0.2975442111492157,0.0,,,,
2299,0.1531503051519394,0.0,,,,
2349,0.3582630455493927,0.0,,,,
2399,0.20248878002166748,0.0,,,,
2449,0.22930826246738434,0.0,,,,
2499,0.41738373041152954,0.0,,,,
2549,0.24940629303455353,0.0,,,,
2599,0.25224682688713074,0.0,,,,
2649,0.2973114848136902,0.0,,,,
2699,0.16024650633335114,0.0,,,,
2749,0.24670596420764923,0.0,,,,
2799,0.289191335439682,0.0,,,,
2849,0.2057836353778839,0.0,,,,
2899,0.24513469636440277,0.0,,,,
2949,0.1271839737892151,0.0,,,,
2999,0.13138487935066223,0.0,,,,
3049,0.21182960271835327,0.0,,,,
3099,0.13262639939785004,0.0,,,,
3149,0.08488788455724716,0.0,,,,
3199,0.4768705368041992,0.0,,,,
3249,0.26960405707359314,0.0,,,,
3299,0.16735370457172394,0.0,,,,
3349,0.5290864706039429,0.0,,,,
3399,0.16356265544891357,0.0,,,,
3449,0.2081449031829834,0.0,,,,
3499,0.16671523451805115,0.0,,,,
3549,0.47587791085243225,0.0,,,,
3599,0.3458214998245239,0.0,,,,
3649,0.3672012984752655,0.0,,,,
3699,0.4266512989997864,0.0,,,,
3749,0.9592539668083191,0.0,,,,
3799,0.17166607081890106,0.0,,,,
3849,0.5781997442245483,0.0,,,,
3899,0.12473997473716736,0.0,,,,
3949,0.25614431500434875,0.0,,,,
3999,0.16548533737659454,0.0,,,,
4049,0.2580519914627075,0.0,,,,
4099,0.17609217762947083,0.0,,,,
4149,0.5462172627449036,0.0,,,,
4199,0.42555034160614014,0.0,,,,
4249,0.15957485139369965,0.0,,,,
4299,0.13848541676998138,0.0,,,,
4349,0.3719349503517151,0.0,,,,
4399,0.10340943932533264,0.0,,,,
4449,0.3010118901729584,0.0,,,,
4499,0.3537499010562897,0.0,,,,
4549,0.29855602979660034,0.0,,,,
4599,0.30641430616378784,0.0,,,,
4649,0.18009677529335022,0.0,,,,
4699,0.15213057398796082,0.0,,,,
4749,0.2317664623260498,0.0,,,,
4799,0.16236379742622375,0.0,,,,
4849,0.1029975488781929,0.0,,,,
4899,0.21746250987052917,0.0,,,,
4949,0.8315681219100952,0.0,,,,
4999,0.18111297488212585,0.0,,,,
5049,0.1173148974776268,0.0,,,,
5099,0.3305530548095703,0.0,,,,
5149,0.24971087276935577,0.0,,,,
5199,0.3343043923377991,0.0,,,,
5249,0.19205325841903687,0.0,,,,
5299,0.38803115487098694,0.0,,,,
5349,0.7566341757774353,0.0,,,,
5399,0.9029473662376404,0.0,,,,
5449,0.26705434918403625,0.0,,,,
5499,0.23380732536315918,0.0,,,,
5549,0.443013072013855,0.0,,,,
5599,0.4558732807636261,0.0,,,,
5649,0.7386094331741333,0.0,,,,
5699,0.16461433470249176,0.0,,,,
5749,0.37827667593955994,0.0,,,,
5799,0.3295227885246277,0.0,,,,
5849,0.1553693413734436,0.0,,,,
5899,0.22626884281635284,0.0,,,,
5949,0.14756497740745544,0.0,,,,
5999,0.12264471501111984,0.0,,,,
6049,0.3573697507381439,0.0,,,,
6099,0.26871776580810547,0.0,,,,
6149,0.09026020020246506,0.0,,,,
6199,0.11632870137691498,0.0,,,,
6249,0.1341858208179474,0.0,,,,
6299,0.32196861505508423,0.0,,,,
6349,0.10770919919013977,0.0,,,,
6399,0.4805479943752289,0.0,,,,
6449,0.22543595731258392,0.0,,,,
6499,0.20282603800296783,0.0,,,,
6549,0.34831565618515015,0.0,,,,
6599,0.29109832644462585,0.0,,,,
6649,0.14921389520168304,0.0,,,,
6699,0.4449431002140045,0.0,,,,
6749,0.3124561905860901,0.0,,,,
6799,0.15851232409477234,0.0,,,,
6849,0.1363103985786438,0.0,,,,
6899,0.12785649299621582,0.0,,,,
6949,0.1785452663898468,0.0,,,,
6999,0.15873870253562927,0.0,,,,
7049,0.16926071047782898,0.0,,,,
7099,0.07692304253578186,0.0,,,,
7149,0.3340146541595459,0.0,,,,
7199,0.7337744235992432,0.0,,,,
7249,0.22695915400981903,0.0,,,,
7299,0.42566198110580444,0.0,,,,
7349,0.31225740909576416,0.0,,,,
7399,0.35264331102371216,0.0,,,,
7449,0.26888713240623474,0.0,,,,
7499,0.23107293248176575,0.0,,,,
7549,0.32913294434547424,0.0,,,,
7599,0.2991413176059723,0.0,,,,
7649,0.30256035923957825,0.0,,,,
7699,0.35760757327079773,0.0,,,,
7749,0.44876447319984436,0.0,,,,
7799,0.3438960313796997,0.0,,,,
7849,0.09741521626710892,0.0,,,,
7899,0.26308387517929077,0.0,,,,
7949,0.0932750329375267,0.0,,,,
7999,0.3768712878227234,0.0,,,,
8049,0.33846136927604675,0.0,,,,
8099,0.2817705571651459,0.0,,,,
8149,0.22646251320838928,0.0,,,,
8199,0.1660831868648529,0.0,,,,
8249,0.22010962665081024,0.0,,,,
8299,0.2816929519176483,0.0,,,,
8349,0.1257527470588684,0.0,,,,
8399,0.13868942856788635,0.0,,,,
8449,0.32848384976387024,0.0,,,,
8499,0.3315427005290985,0.0,,,,
8549,0.24360209703445435,0.0,,,,
8599,0.1720753014087677,0.0,,,,
8649,0.32584959268569946,0.0,,,,
8699,0.099721260368824,0.0,,,,
8749,0.12442808598279953,0.0,,,,
8799,0.11904723942279816,0.0,,,,
8849,0.08930530399084091,0.0,,,,
8899,0.12510891258716583,0.0,,,,
8949,0.7159461975097656,0.0,,,,
8999,0.31859850883483887,0.0,,,,
9049,0.4184362590312958,0.0,,,,
9099,0.2934035658836365,0.0,,,,
9149,1.7273180484771729,0.0,,,,
9199,0.13904830813407898,0.0,,,,
9249,0.050582222640514374,0.0,,,,
9299,0.13084258139133453,0.0,,,,
9349,0.10382286459207535,0.0,,,,
9399,0.49986013770103455,0.0,,,,
9449,0.2926705777645111,0.0,,,,
9499,0.2750336527824402,0.0,,,,
9549,0.16325221955776215,0.0,,,,
9599,0.10068683326244354,0.0,,,,
9649,0.44051626324653625,0.0,,,,
9699,0.2902986705303192,0.0,,,,
9749,0.12088394165039062,0.0,,,,
9799,0.3521379828453064,0.0,,,,
9849,0.3560396432876587,0.0,,,,
9899,0.11696913093328476,0.0,,,,
9949,0.19503091275691986,0.0,,,,
9999,0.12773282825946808,0.0,,,,
10049,0.19402697682380676,0.0,,,,
10099,0.3788624405860901,0.0,,,,
10149,0.20502632856369019,0.0,,,,
10199,0.18611998856067657,0.0,,,,
10249,0.33942538499832153,0.0,,,,
10299,0.15476414561271667,0.0,,,,
10349,0.42826902866363525,0.0,,,,
10399,0.538597583770752,0.0,,,,
10449,0.11092313379049301,0.0,,,,
10499,0.2151126116514206,0.0,,,,
10549,0.3930187225341797,0.0,,,,
10599,0.12262693047523499,0.0,,,,
10649,0.24515250325202942,0.0,,,,
10699,0.10767760872840881,0.0,,,,
10749,0.11741990596055984,0.0,,,,
10799,0.2021116018295288,0.0,,,,
10849,0.17000479996204376,0.0,,,,
10899,0.5682905912399292,0.0,,,,
10949,0.34843534231185913,0.0,,,,
10999,0.1596440225839615,0.0,,,,
11049,0.5442131161689758,0.0,,,,
11099,0.40237393975257874,0.0,,,,
11149,0.508878767490387,0.0,,,,
11199,0.31455308198928833,0.0,,,,
11249,0.2504630386829376,0.0,,,,
11299,0.1591387838125229,0.0,,,,
11349,0.43014445900917053,0.0,,,,
11399,0.2625115215778351,0.0,,,,
11449,0.25905200839042664,0.0,,,,
11499,0.1253516525030136,0.0,,,,
11549,0.417188823223114,0.0,,,,
11599,0.21342021226882935,0.0,,,,
11649,0.42874351143836975,0.0,,,,
11699,0.21207039058208466,0.0,,,,
11749,0.15522025525569916,0.0,,,,
11799,0.11427298933267593,0.0,,,,
11849,0.7060009837150574,0.0,,,,
11899,0.1996205896139145,0.0,,,,
11949,0.5309622883796692,0.0,,,,
11999,0.2374366670846939,0.0,,,,
12049,0.20581263303756714,0.0,,,,
